German,English
jüdischen,Jewish
steuerung,steering
zeitschriften,magazines
verbockt,diligent
gewaltige,huge
genesung,recovery
auftraggeber,client
wanna,Wanna
abgehört,listened
oregon,Oregon
gecheckt,checked
zusammenbruch,collapse
beachtet,observed
united,united
cowboys,cowboys
pumpe,pump
eagle,eagle
logbuch,logbook
irgendwem,somebody
ausgenommen,except
churchill,churchill
rankommen,come up
relevant,relevant
t-shirts,T-shirts
besuchst,visiting
tiefsten,deepest
einbildung,imagination
instabil,unstable
fühlten,felt
hr,Mr
transportiert,transported
mönche,monks
lina,Lina
riggs,rigging
stacy,stacy
beschuss,bombardment
fledermaus,bat
segnen,bless
stattgefunden,taking place
nell,nell
lebeau,Lebeau
krallen,claw
moss,moss
kgb,KGB
romantischen,romantic
blutig,bloody
alliierten,allies
mara,Mara
oberflächlich,superficial
sanders,Sanders
hicks,hicks
ostern,Easter
orangensaft,orange juice
unbekannter,unknown
thornton,thorn tone
ausgerutscht,slipped
aurora,Aurora
freundlicher,friendly
exil,exile
clary,Clary
blog,blog
schmelzen,melt
mysteriösen,mysterious
überwunden,overcome
erdbeeren,strawberries
ära,era
eingefroren,frozen
großzügigkeit,generosity
einreichen,submit
anderswo,elsewhere
seinetwegen,because of his
ferguson,Ferguson
zwilling,twin
deppen,fool
verlangte,demanded
genf,Geneva
trophäe,trophy
lucia,Lucia
wisch,wipe
reduziert,reduced
ernährt,nourished
irgendjemandem,someone
kaiserin,empress
koste,costume
reiste,rash
lucrezia,lucrezia
therapeutin,therapist
pfanne,pan
komma,comma
stillhalten,keep still
freundlichkeit,friendliness
stockholm,Stockholm
informiere,inform
konsul,consul
dante,Dante
gänge,passage
irgendwen,someone
unerhört,unexpected
deutlicher,more clear
bomber,bomber
ausgeliehen,borrowed
drehten,rotated
prostitution,prostitution
inoffiziell,unofficially
motherfucker,motherfucker
glücklichste,happiest
erschreckend,frightening
isolieren,isolate
flugplatz,airfield
friedliche,peaceful
lachs,salmon
furchtbarer,more terrible
erkältet,catches
boyle,boyle
nadine,nadine
slim,slim
angestellter,employee
anomalie,anomaly
bestimme,determine
off,off
provoziert,provoked
siehe,please refer
aufbewahren,store
diamant,diamond
herauskommen,come out
poster,poster
gräber,grave
savage,savage
heh,hue
jedesmal,every time
bajor,bajor
angepasst,adjusted
strick,rope
übertreib,exaggerated
schweinchen,piggy
herbei,over
ahnte,guessed
dirk,Dirk
bewältigen,get over
fläschchen,vial
sams,Sams
kotze,vomit
übt,practices
lupe,magnifying glass
stanford,Stanford
davonlaufen,run away
klima,climate
zerstöre,destroy
jerome,Jerome
schöpfung,creation
befriedigen,to satisfy
schossen,shot
soul,soul
verschlafen,oversleep
indiana,Indiana
putzt,clean
verdoppelt,dubbed
entschuldigungen,excuse
inakzeptabel,unacceptable
prioritäten,priorities
bryan,Bryan
dominion,dominion
jem,jem
karate,karate
unterschreib,sign
clinton,Clinton
louisiana,Louisiana
fat,fat
f.,f.
kampfes,struggle
grades,degree
komplizierte,complicated
j.d.,J.D.
waise,orphan
alain,alain
würdigen,appreciate
vorrat,stock
trocknen,dry
entfernte,distant
katja,Katja
bücherei,library
fallschirm,parachute
laurent,Laurent
fusion,fusion
frachter,freighter
komplize,accomplice
haie,shark
witzbold,joker
drecksarbeit,dirty work
schiedsrichter,referee
spezialisiert,specialized
innern,inside
verschlüsselt,encrypted
chirurgie,surgery
chff409b,CHFF409B
hüpfen,jump
festzustellen,to determine
harlan,Harlan
gerichts,court
matrosen,sailor
schweinerei,mess
schnarcht,snore
anzuhören,listen
überprüf,checked
überprüfung,examination
florenz,Florence
blanche,blanche
maddie,Maddie
getauscht,exchanged
verübt,committed
blutige,bloody
galaxien,galaxies
antiquitäten,antiques
wandert,hiking
hormone,hormones
homo,homo
slade,slade
chapman,chapman
nachschub,supply
america,America
zerbrechlich,fragile
palm,palm
basta,Basta
riese,giant
brenne,fuel
sticht,stitch
hang,hillside
leser,reader
zurückbleiben,stay behind
woods,Woods
prototyp,prototype
wider,contrary
liebenswürdig,lovely
gewohnheiten,Habits
säure,acid
chaotisch,chaotic
geschissen,shit
moran,moran
call,call
besorgnis,concern
grundschule,elementary school
verheiratete,married
aufruf,call
sauce,sauce
verwandter,relative
schwelle,threshold
fröhliches,Merry
mmh,mmh
kühlen,cool
herrliche,wonderful
lächerliche,ridiculous
lift,lift
angriffen,attack
zurückfahren,move back
dutch,dutch
verschluss,closure
herzchen,heart
eineinhalb,one and a half
verbrachten,spent
igor,igor
besetzen,occupy
sexueller,sexual
spaßig,funny
kreuzen,cross
yep,yep
intuition,intuition
terrorismus,terrorism
traditionen,traditions
game,game
lad,down
vorgetäuscht,fake
satellit,satellite
lehnt,leaned
samson,Samson
verhungere,starvation
unterrichte,teach
burton,Burton
link,link
schiefgehen,go wrong
pyjama,pajamas
verurteile,condemnation
wachtmeister,guard master
dunkles,dark
abgeschlachtet,slaughtered
tätowierung,tattoo
ansprüche,Expectations
erleiden,suffer
ruinen,ruins
reife,ripening
kommenden,coming
hoffman,Hoffman
verstummt,silent
panama,Panama
staubsauger,vacuum cleaner
projekte,projects
kopieren,copy
unters,under
begeht,committed
vorurteile,prejudices
militärischen,military
prüfe,test
verpissen,piss off
edler,noble
tablett,tray
geblasen,blown
hergeholt,fetched
beratung,advice
rabatt,discount
renne,run
behaltet,kept
tapferer,brave
offenbarung,epiphany
wegkommen,get away
verabreden,make a date
motive,motifs
unannehmlichkeiten,unpleasantries
village,village
späten,late
verfickten,fuck
argumente,arguments
behauptete,claimed
wertvolles,valuable
niki,Niki
fehlern,mistakes
abendbrot,dinner
putz,plaster
übermitteln,to transfer
spielplatz,playground
gutachten,appraise
auszusehen,look
wiehert,wieher
basil,basil
spezielles,special
flüchtigen,fuel
dringt,penetrate
verkraften,cope
unglaublichen,incredible
endlos,endless
kritiker,critic
schwuler,gay
hob,raised
pfleger,male nurse
klarmachen,make clear
dermaßen,so
benson,Benson
hindert,obtains
gespendet,donated
lire,lire
erstaunliche,amazing
gummi,rubber
patterson,patterson
zicke,bitch
begreift,understandable
marionette,puppet
backbord,port
benehmt,man -sized
buenos,Buenos
erwähnten,mentioned
gestohlene,stolen
medaillon,medallion
streifenwagen,patrol car
pascal,Pascal
romanze,romance
shelley,Shelley
fluchen,curse
javier,Javier
untergebracht,accommodated
kahn,barge
scht,shout
ehemänner,husbands
erfinder,inventor
kraftfeld,power field
unbesiegbar,invincible
niete,rivet
horst,horst
beinah,almost
schwing,swing
schneit,snowing
versenkt,sunk
wärest,would be
erika,Erika
brücken,bridges
toi,toi
stromausfall,Power failure
zielscheibe,target
überschreiten,exceed
bird,bird
eingejagt,chased
lt.,Lt.
que,que
versenken,sink
fördern,support financially
kundin,customer
enzo,enzo
portier,porter
riech,smell
beobachter,observer
beerdigen,burial
su,SU
entscheidende,crucial
zeugs,stuff
lorraine,Lorraine
auszusprechen,pronounce
gerard,Gerard
dani,Dani
zoom,zoom
brillante,brilliant
our,Our
einfahrt,entrance
emotionalen,emotional
kommentare,Comments
brachen,broke
parfum,Perfume
roms,Rome
durchschnitt,average
glücksspiel,gambling
geburtstagsparty,birthday party
cadillac,Cadillac
herausgestellt,out
beeinträchtigt,impaired
feel,feel
spiels,game
hinnehmen,accept
eingetragen,registered
sprünge,jumps
joker,joker
torpedos,torpedos
belegen,prove
xavier,Xavier
belgien,Belgium
rouge,rouge
darius,Darius
hypnose,hypnosis
konfrontiert,confronted
gezielt,targeted
schauspielern,act
murmeln,mumble
ultimative,ultimate
weggeschickt,sent away
regierungen,governments
erdnüsse,peanuts
missy,Missy
spritztour,jaunt
kopfgeldjäger,bounty hunter
einladungen,invitations
kleidern,dresses
mm-hm,mm-mm
chicken,chicken
hawk,Hawk
quarterback,quarterback
glatze,bald
systems,system
vergeblich,vain
mäuschen,mouse
eingeliefert,admitted
entschlüsseln,decipher
kerlchen,guy
unentschieden,draw
ausverkauft,sold out
viermal,four times
fargo,Fargo
zugenommen,increased
völker,people
migräne,migraine
eddy,eddy
double,double
rothaarige,redhead
memphis,memphis
aufgetragen,applied
runtergehen,go down
seen,lakes
amnesie,amnesia
einzustellen,set
bedeutest,mean
steaks,steaks
empfänger,recipient
telefonbuch,phone book
massen,masses
vorführung,demonstration
cheese,cheese
angefordert,requested
royce,royce
heinz,Heinz
hexerei,witchcraft
sündenbock,scapegoat
asien,Asia
kopiert,copied
astronaut,astronaut
eindringlinge,intruder
verhältst,ratio
bosse,boss
abzugeben,hand over
ice,ICE
genetisch,genetically
anständiges,decent
lächelst,smile
davina,Davina
wochenenden,weekends
augenbrauen,eyebrows
kauften,bought
unverändert,unchanged
fickst,fuck
schleicht,creeping
unterbewusstsein,subconscious
nat,natur
sehne,tendon
schilling,schilling
schluß,ending
kundschaft,customers
verschrieben,prescribed
entfliehen,escape
bestohlen,stabilized
klick,click
heiliges,sacred
verstopft,clogged
kürbis,pumpkin
kröte,toad
demütigen,humble
grausamkeit,cruelty
makler,estate agents
ausgerastet,freaked out
geräumt,cleared
kalb,calf
santiago,Santiago
schnur,line
garth,garth
len,len
foundation,foundation
death,Death
kaputten,broken
rüberkommen,come over
senor,senor
teilte,divided
einleiten,initiate
gelder,money
lizzy,lizzy
kommandeur,commander
demonstrieren,demonstrate
vereinbaren,agree
tranken,soak
copyright,copyright
ursula,Ursula
mitgekriegt,got along
perkins,percins
kakerlaken,cockroach
durchdacht,thoughtful
westlichen,western
waschmaschine,washing machine
shorts,shorts
sehn,see
dora,dora
vatikan,Vatican
ausgänge,outputs
sausen,whiz
moralisch,morally
krönung,coronation
instinkte,instincts
hü,hü
vernon,Vernon
hierhergekommen,come here
büffel,buffalo
geborene,born
ausgebucht,booked up
mitkommst,come along
irrsinn,madness
unterhalb,below
tok,Tok
vors,for
jackett,jacket
geraubt,stolen
schwitzt,sweaty
ständer,stand
lot,solder
luna,luna
rolf,Rolf
hingefallen,fall there
kessel,boiler
jorge,Jorge
waffeln,waffles
korrupt,corrupt
freiwilligen,volunteer
kartell,cartel
ba,BA
kentucky,Kentucky
nevada,Nevada
cap,cap
illinois,Illinois
wies,show
trainiere,train
bloom,bloom
kreise,circles
raquel,raquel
eiscreme,ice cream
heimweh,homesickness
four,four
entschärfen,defuse
spionin,spy
behielt,kept
einstecken,plug in
franco,franco
wiedergeboren,reborn
festgelegt,defined
wähler,voter
bürde,burden
models,models
besorgte,concerned
fetzen,scrap
blute,blossom
leidest,most suffering
blood,blood
shanghai,Shanghai
trent,trent
brüssel,Brussels
vorgeschichte,prehistory
ninja,ninja
großvaters,grandfather
sabrina,Sabrina
rausschmeißen,throw out
verleger,publisher
genetische,genetic
säge,saw
ansatz,approach
erlitt,suffer
darstellt,represents
wohlauf,well
allmächtiger,omnipotent
mochtest,wick test
verrecken,die
verstoß,violation
weston,Weston
treppenhaus,staircase
leland,Leland
notieren,note
erwidern,return
speicher,Storage
rauskommst,get out
springfield,Springfield
sunny,sunny
lokalisieren,locate
spence,spence
wangen,cheek
aubrey,Aubrey
periode,period
beschatten,shadow
höchster,highest
luc,luc
gehirnwäsche,brainwashing
brothers,brothers
stalker,stalker
gleis,track
erdnussbutter,peanut butter
gallagher,Gallagher
arnie,arnia
antut,antit
wohnten,lived
nachschauen,look at
breite,width
dot,dot
gespeichert,saved
verkleiden,disguise
grauenhaft,terrible
beobachtete,observed
wegzulaufen,run away
wiederfinden,find back
sinnvoll,sensible
englands,England
ostküste,east coast
historischen,historical
scheich,sheikh
reparaturen,repairs
ähnlichen,similar
aufgeschlitzt,slit
sanchez,Sanchez
stecker,plug
republikaner,republican
gottesdienst,church service
weis,white
charly,Charly
türkei,Türkiye
vollständige,complete
gebieter,bidder
amerikanern,Americans
schmutziges,dirty
intelligente,intelligent
getauft,baptized
soda,soda
einsatzbereit,ready for use
verliehen,gave
beton,concrete
ausreichen,be sufficient
untersuche,examine
robbins,Robbins
sabotage,sabotage
konsulat,consulate
marta,marta
nimmer,never
aufgeflogen,flown -in
ballons,balloons
geburtstagsgeschenk,Birthday gift
micki,micki
fleming,fleming
rotwein,red wine
wagens,wagons
blutes,blood
tausendmal,a thousand times
fuller,ink pen
trab,trot
great,great
hetero,hetero
äußere,outer
gatten,husband
verlassenen,abandoned
sauberen,clean
berechtigt,justified
gunsten,favor
gefrühstückt,had breakfast
trockenen,dry
taschengeld,pocket money
gespenster,ghost
robby,Robby
schenkel,leg
herzanfall,heart attack
downtown,downtown
wirbelsäule,spine
curt,Curt
genuss,enjoyment
flyer,flyer
reservierung,reservation
gelübde,vow
dreien,threesome
blutigen,bloody
carroll,carroll
notwendigkeit,need
ichs,I ... it
rover,rover
rücksichtslos,ruthless
malik,Malik
korn,grain
vermutungen,assumptions
dwight,Dwight
fülle,abundance
walzer,waltz
verstört,disturbed
zahlung,payment
fürsorge,care
inspektion,inspection
kennenlernte,met
sauberes,clean
amulett,amulet
neuerdings,recently
zusteht,is entitled
remington,Remington
überholt,outdated
vergossen,shed
wörtlich,literally
bereust,refer
platzieren,place
parteien,parties
kontinent,continent
schweinehund,bastard
university,university
wachs,wax
eintrag,entry
lindern,alleviate
straßenseite,Street side
geniale,genius
untertitelung,subtitement
hinstellen,put down
angekündigt,announced
meyer,Meyer
erfand,invented
treuer,loyal
entsprechen,are equivalent to
aufladen,charge
blüht,flowered
beule,bump
katz,cat
church,church
sprachlos,speechless
scan,scan
düster,grim
manuela,Manuela
emmett,emmett
i.,i.
logische,logical
tapfere,brave
joghurt,yogurt
barrett,barrett
biologie,biology
anwälten,lawyer
geschäftliches,business
ellbogen,elbow
widersetzt,contradictory
meth,meth
geklopft,pounded
wright,wright
begrüßung,greeting
steckten,stuck
dauerhaft,permanently
steuert,controlled
windel,diaper
älterer,older
greife,grip
jeremiah,Jeremiah
blüte,blossom
ehen,marriages
repariere,repair
irving,irving
docks,dock
warnte,warned
überarbeitet,revised
jagte,hunted
dörfer,Villages
ungefährlich,harmless
webber,webber
versorgung,care
angenehmer,more pleasant
wohler,more comfortable
trey,trey
leila,leila
granaten,grenades
verstreut,scattered
spuckt,spit
deep,deep
bagdad,Baghdad
wale,whales
tagesanbruch,breaking Dawn
subbed,subted
interessierst,interest
franks,frank
berührte,touched
polizeiarbeit,police work
interessierte,interested
stottert,stuttering
beworben,Applied
vorziehen,prefer
türglocke,doorbell
kompletten,complete
abgeriegelt,sealed off
fenstern,windows
weilchen,while
cary,lob
klammern,clamp
ruck,shock
drückte,pressed
beitragen,contribute
offenes,open
plündern,plunder
wikinger,Viking
abserviert,dumped
gebührt,desired
padre,padre
geklingelt,ringing
beschränkt,limited
betäuben,anesthetize
nigga,nigga
frankfurt,Frankfurt
prof.,Prof.
antiker,antique
mikrowelle,microwave
herkommst,come in
ernster,more serious
umgekommen,died
coup,coup
mülleimer,Garbage can
definieren,define
malibu,Malibu
entwickelten,developed
buzz,buzz
getrennte,separate
